number,comments,star
323,口味一般，感觉不如之前了，分量倒是挺足。,0.0
324,服务挺好菜品一般般吧。。,1.0
325,之前如果大坪的德本家，以为味道会一样，但感觉差很多，,0.0
326,之前吃过，觉得味道还可以，现在去吃，只能用坑来形容，买了一锅水白菜。,0.0
327,很多人，味道可以，水好像是矿泉水,1.0
328,一般，基本全是白菜，吃个新鲜还是可以的,1.0
329,两个人还点了点小吃正好，这家德本家比南坪的味道好一些，不过这次有点辣，后来又加了好多水味道才差不多了，要的部队锅，总体还是不错的，今天一点都不挤，人不多速度也快了很多，安静了不少！服务蛮好的！偶尔吃一下还是可以的！,1.0
330,挺好，不错，冲着德本家去的,1.0
331,分量很足，味道很好，很不错的！,1.0
332,第二次来吃了，没有第一次好吃，可能是因为第一次团的二人餐，这次是三个人，没以前那个好吃，味道好,1.0
333,味道一般  没有很好吃 地方还是很好找,0.0
334,味道还可以，就是分量太少了两个人不够,0.0
335,两个人女生吃的 小饭量都觉吃得有点欠，不过味道还是不错的，有男生一起的话建议点另外的套餐。,1.0
336,没有以前好了，感觉，分量没有以前多。,0.0
337,真有一点辣，份量没有以为的多，拉面可以，就是不喜欢套餐里的年糕,1.0
338,好吃，分量也还是够的，老板很可爱,1.0
339,每次去都觉得辣，又搞忘说少发辣。下次去一定不要忘了,1.0
340,味道还不错，也很满足，为什么包芝士馅的年糕才两块，因为是双人餐么？白菜分量够足！,1.0
341,位置很好找，环境也不错！,1.0
342,只能说好少的分量，还那么贵，两个人吃完都还是饿的。,-1.0
343,吃了好几次了 味道还是依旧的好,1.0
344, #年糕火锅# #芝士锅# #韩国鱼饼# #辣白菜# #甜辣酱炸鸡#,1.0
345,环境还ok，分量挺足的，味道也不错,1.0
346,这已经是去吃第二次了，味道不错，而且服务也很好，下次还会去,1.0
347,不好吃，只有辣椒面的感觉，量少，服务还好,-1.0
348,去吃了好几次了 都是带朋友去吃的 味道还可以 服务也行 辣酱很给力 份量也很足 我们两个女生吃 还没吃完 关键有很多辣白菜 这次带了朋友来吃 朋友也说好吃 位置也近 就在大融城里面 下次还去 很多情侣都在里面吃 约会也可以去的 很好,1.0
349,一直很喜欢德本家的年糕火锅，超赞,1.0
350,味道不错，价格也还行,1.0
351,味道依旧是原来的味道。希望以后还有机会再去！,1.0
352,基本都是大白菜，量比较少，口味偏辣,0.0
353,就是包方便面！自己可以做得！晕死了,-1.0
354,已经是吃了很多次了，很不错,1.0
355,很好吃，特别是那个炸鸡，还有上次吃的芝士排骨，都好好吃！对了，还有米酒，香蕉味的，味道很喜欢！这次去的时候没有上次排队排的久，就排了一个，很高兴！上菜速度也快。跟朋友两个人去吃，吃得很high！就是那个年糕，没有以前好吃，怎么煮都煮不软。但里面的牛肉蛮嫩的，也很入味！ #牛肉锅拼芝士锅# #农心拉面# #甜辣酱炸鸡# #黑酱油炸鸡# #牛肉卷# #辛拉面# #芝士排骨# #米酒#,1.0
356,不好吃，味道太差了，服务还可以，,-1.0
357,"跟朋友去的，两个人，分量比较充足，吃得很撑，而且环境不错，一边聊天一边吃东西很不错。味道很棒#部队锅# ",1.0
358,韩式  纯辣  烤鸡味道很棒！,1.0
359,经常过来用餐，今天是和朋友过来的，菜品非常丰富，尤其是韩国老板服务超级好，点赞哦😊。,1.0
360,挺好吃的，分量还可以，很不错。,1.0
361,很好，很多次去啦。分量足,1.0
362,味道也就那样 不过可以够3个人吃了,0.0
363,味道还行，不错的，就是有点热，而且环境也不是很大,1.0
364,味道还行，服务不是特别好,1.0
365,味道不错，好吃好吃,1.0
366,不错，年糕火锅里的菜蛮多的，味道也还行,1.0
367,还可以噢。就是感觉没有以前好吃了,1.0
368,好吃好吃，一直在喜欢你家味道，可是南坪店怎么没有了啊，T。T好伤心，以后每次都要跑去观音桥吃么，好麻烦噢…,1.0
369,味道很好，服务也很周到，已经去过几次了，强烈推荐,1.0
370,两人餐狠足  吃的也很好  只是感觉只有白菜了  口味有点辣  建议酌情量理,1.0
371,还不错的，就是位置有点小,1.0
372,芝士年糕锅，没有以前好吃了，芝士很少,1.0
373,母亲节，和妈妈一起去吃的，妈妈觉得味道可以,1.0
374,味道一般，面还可以，其他菜不是很好，一般般吧,0.0
375,份量比较少，味道还不错，鸡肉稍老,1.0
376,服务太差，特别是菜点得少的时候摆出一副很不耐烦的样子，不打算再去了 差差差,-1.0
377,味道还不错，份量也比较足，服务员还会来帮你弄,1.0
378,好吃，吃了好几次了。一如既往的好，上菜很快，菜品新鲜,1.0
379,吃了很多次了，价格比较实惠，味道也很棒,1.0
380,非常好吃哦服务态度也很好~,1.0
381,来过很多次了，还不错，味道还可以,1.0
382,还不错，够吃了！,1.0
383,"90分。味道：芝士的不甜，很正常。芝士也微辣。甜酱的炸鸡挺好吃。环境：一般。有烟味。地方：星天挺好找的。",1.0
384,怎么说呢，感觉总是缺点什么，没有以前在沙坪坝吃的另一家味道好。,1.0
385,挺健康的饮食，无水火锅不油腻！,1.0
386,一般般吧，米饭3块一份就算了，还不是特别好吃的米饭,0.0
387,吃过很多次了。只是感觉现在好像没有以前好吃了。哈哈。但是看到有新的芝士排骨。下次会试试。,1.0
388,这是我最喜欢的一家年糕火锅，德本家比其他那些的年糕火锅好吃多了！,1.0
389,真心不好吃，辣的要命，服务态度好！,-1.0
390,每次和朋友去吃 喜欢那里面的炒饭 只是有时候态度不怎么和谐 有的还好,1.0
391,有点辣但是煮的时候我自己放了点水，中和了一下。菜色都可以的，中规中矩。特别要说的是服务员，年轻的女生扎马尾穿黑色长袖，态度让我恶心到想掀桌子！问她什么炒饭，她说炒饭就是炒饭啊。我知道是什么炒饭？希望态度好一点,1.0
392,服务一般，口味吃不来,1.0
393,真的特别辣 要是不能吃辣一定要记得说 再就是芝士太少了,0.0
394,带我妈来吃的，她第一次吃韩国火锅，吃什么到嘴里都是焦麻了，笑死我了，然后就说还没什么什么什么好吃，云……云……云……。代沟凸现了有木有啊！( ˘•ω•˘ )。说正题，份量足，有点辣，服务好，性价比高，满意！,1.0
395,当然是好啦，挺好吃的，也能吃饱。,1.0
396,怎么说呢 当时去晚了一点 所以团购的两人餐偏贵了些 上菜速度有点慢 服务也不大热情 当时还是人很少 各顾各的.. 环境还行,1.0
397,分量有点少，全是蔬菜，味道一般！,-1.0
398,非常好吃 已经去了几次了,1.0
399,味道挺好的，环境不错，菜品丰富,0.0
400,一般，跟金港国际那家比起来差一点，这个辣不香，服务不热情,1.0
401,一如既往的好吃,1.0
402,没有以前的好，而且分量也不多，很一般了,0.0
403,服务态度非常好，经常去吃，环境也不错，亲们可以去试试。,1.0
404,好吃是好吃，很正宗。但是服务员的态度不摆了，水喝完了 想让他们加点水，结果半天没理人，站在哪吹夸夸。,0.0
405,跟妈妈一起去吃的，两个人够吃，味道很赞,1.0
406,吃了几次了，味道都挺好的，而且不用排队,1.0
407,特好好吃，大爱部队火锅，芝士锅到了后面就有点甜了不是很习惯。,1.0
408,口味还可以的，就是菜品，白菜太多了，其他的太少了,1.0
409,那个酱太辣了点,1.0
410,点的2人餐，锅里面全蔬菜，荤菜就有几片牛肉，感觉就是去吃白菜的,-1.0
411,挺好吃的，特别是炒饭，就是装修环境不怎么样，不过也算很好了，还会再来。,1.0
412,第一次美团差评！味道差，全是辣白菜，用料太烂，这就算了，关键吃了拉肚子！绝对不卫生，真的醉了…,-1.0
413,"位置：位置有点小偏，不过还是很好找。味道：团购的76元双人餐，味道还是可以，因为本人喜欢有味道的，辣味的。价格：因为我们是团购，只针对76双人餐而言。首先写着两个锅，每个二选一，上来的确是一个锅，只是分成了两半。虽然你真上了两个锅我也吃不完，但是这样玩有意思吗？然后送的一盘年糕或炒饭，我们选了年糕，吃完了问年糕呢？答已下锅。也就是这名字本身就叫年糕火锅，我们吃的也不知道是本身就有的还是套餐里额外的，也没人说一声。也就是说我花了76元的团购吃了一锅原价48的年糕火锅+二选一带来的几片冻肉片和是芝士（如果自己单点就只能吃到一样）+我也不知道是本身就有的还是套餐里的几个年糕+两人餐位费，完全没有性价比可言。总结：如果你喜欢这种味道，可以尝试。不过极度不推荐76元的团购。",-1.0
414,还是很不错的,1.0
415,没有以前在解放碑店吃的好吃，我们都觉得有点辣，紫菜包饭有点油，想吐槽一下那个煎饺，八块钱一份三个，陷也很一般，除此之外，芝士年糕火锅与部队年糕火锅没吃出来有什么区别,1.0
416,大概就是想象中的味道，不错，就是吃到后面有点腻。炒饭很好吃，推荐。 #特色炒饭# #芝士锅拼部队锅# #韩式炒饭#,1.0
417,再次光顾，味道正中。。。,1.0
418,第一次吃味道不错，就是有点辣。,1.0
419,女朋有喜欢就带来吃的，辣椒好辣，早该让他少放点。味道不错，价格也还好 吃得饱饱的。部队火锅比较喜欢。,1.0
420,还可以，两个人还没吃完,1.0
421,经常去的一家，朋友聚会值得推荐,1.0
422,味道不错，年糕很好吃，干净卫生，非常满意！,1.0
423,不和胃口。不喜欢。下次不去了，有喜欢的人勿怪,-1.0
424,可以，味道很棒,1.0
425,和妹妹一起去的，菜里面还有飞的小飞蛾，自己处理了，喊服务员把勺子里的飞蛾倒掉了。服务员一句抱歉的话都没有。图中的小黑点就是那个飞蛾。 #芝士锅#,1.0
426,第一次去，位置很好找的，味道也很不错噢，下次还会再去的,1.0
427,比较辣，辛辣。多辣或少辣要提前说，服务员中规中矩，不多说话。要主动问， 少油健康吧,1.0
428,还好吧，不是很好吃。,1.0
429,看中便宜实惠来的。不过韩式的这个还是一般。有点过辣,1.0
430,还可以，挺好吃的,1.0
431,到重庆的第一餐不是正宗重庆火锅却是韩式火锅哈哈！非常满足食欲！就是感觉芝士有点少！不过芝士拉丝很棒！我比较喜欢芝士的，因为有点甜！牛肉的的确辣一些！还是很喜欢的！也很推荐！,1.0
432,以前来过一次，这次带妹妹来还没上次和同学来吃得饱，而且觉得年糕都没煮软就关火了，感觉像在吃橡胶？而且还要自己喊加水，服务员才拿水来，客人一落座就添茶水不是服务业基本常识么。。。而且上的水就两片泡的没味道的柠檬水。。。韩国老板就不能阔气点嘛，再说说部队锅，牛肉实在太少，白菜太多，套餐里的炒饭也是一点点，感觉下次去光顾的可能性比较小了，希望老板改进,0.0
433,不辣  可能我比较吃得辣  就觉得烫 吃得慢  味道不错哦!!吃到一半 牛肉锅那边烧糊了😣方便面要绒了  所以关了火🔥结果年糕没熟😰不会弄  第一次吃  还不错  下次注意啦!好评,1.0
434,嗯 好想换地方了 不过还是那层楼 只是感觉没有之前那个地方光线好了 服务态度很好 比之前的好 嗯 但就是菜品其实不咋滴 炸鸡很柴 并且不好吃 是实话,1.0
435,还可以 位置比较多 感觉各个店吃的味道都差不多 这个分量多些 ,0.0
436,跟朋友团的二人餐  女生   个人觉得量足  周末人多,1.0
437,味道不错，服务不错，地方好找。,0.0
438,完全不上心 年糕里竟然吃出来头发！而且根本不划算,-1.0
439,好吃，服务好，位置好找，下次还来,0.0
440,难吃，负分，真是难吃到一定程度,-1.0
441,好吃，服务好，经常来，比较正宗,1.0
442,没有吃过的，可以去吃哈！老板态度好,-1.0
443,味道不错，最喜欢这里的炸鸡，就是感觉炒饭分量越来越少了...#芝士锅##甜辣酱炸鸡##农心拉面#,1.0
444,还可以，白菜太多了,1.0
445,口味不正宗啊，还以为是玛喜达那种呢,-1.0
